basho,id,rank,rikishi,heya,shusshin,birth_date,height,weight,prev,prev_w,prev_l
2019.01,12365,Jd89w,Omura,Michinoku,Fukuoka,1998-09-25,167,67,Jd56w,2,5
2019.01,12295,Jd90e,Asahanshin,Takasago,Osaka,2000-06-04,181,126,Jd67e,3,4
2019.01,12458,Jd90w,Asonishiki,Sakaigawa,Kumamoto,1999-11-09,176,155,Jd20e,0,0
2019.01,7113,Jd91e,Wakatozakura,Shikihide,Fukuoka,1992-02-24,182,140.4,Jd67w,3,4
2019.01,2924,Jd91w,Zendaisho,Takadagawa,Chiba,1987-10-14,174,130.4,Jd59e,2,5
2019.01,12129,Jd92e,Isamufuji,Isegahama,Aichi,1999-01-05,176,109,Jd61e,2,5
2019.01,12277,Jd92w,Umizaru,Miyagino,Kyoto,1996-10-30,177,123,Jd63e,2,5
2019.01,1412,Jd93e,Adachi,Tagonoura,Kanagawa,1985-07-15,183,183,Jd55w,1,6
2019.01,641,Jd93w,Shinzan,Takasago,Kanagawa,1982-01-27,186,140,Jd73e,3,4
2019.01,12308,Jd94e,Goketsuyama,Shibatayama,Osaka,2000-04-25,167,98,Jd74w,3,4
2019.01,12474,Jd94w,Tabara,Musashigawa,Fukuoka,2002-06-21,175,129,Jd75w,3,4
2019.01,12485,Jd95e,Tanji,Arashio,Fukushima,2003-01-13,183,69,Jd78e,3,4
2019.01,11844,Jd95w,Ayakaze,Oguruma,Hyogo,1995-01-01,181,95.4,Jd25w,0,0
2019.01,12177,Jd96e,Fubu,Musashigawa,Tokyo,1998-07-28,175,75,Jd70e,2,5
2019.01,12332,Jd96w,Nishimura,Musashigawa,Saitama,2001-02-05,176,115,Jd80w,3,4
2019.01,943,Jd97e,Daishojo,Oitekaze,Aichi,1983-12-06,176,134.2,Jd71e,2,5
2019.01,12001,Jd97w,Kotoomura,Sadogatake,Fukuoka,1997-02-25,178,99,Jd82e,3,4
2019.01,12343,Jd98e,Fukuda,Kise,Tokyo,1997-02-11,168,92,Jd82w,3,4
2019.01,12327,Jd98w,Oshozan,Naruto,Yamanashi,2000-05-11,167,92,Jd38w,0,1
2019.01,11938,Jd99e,Hokutosato,Hakkaku,Hiroshima,1992-08-08,179,125,Jd83w,3,4
2019.01,2927,Jd99w,Sakura,Takadagawa,Osaka,1986-10-17,173,127.4,Jd84e,3,4
2019.01,12510,Jd100e,Chiyotaiyo,Kokonoe,Tokyo,2001-08-17,175,70,Jd76e,2,5
2019.01,12147,Jd100w,Hakuyo,Isenoumi,Tokyo,1998-07-12,173,79,Jd76w,2,5
2019.01,12240,Jd101e,Fukuminato,Minato,Tokyo,2000-03-16,179,110,Jd69e,1,6
2019.01,11912,Jd101w,Urutora,Shikihide,Tochigi,1989-05-08,164,60,Jd88e,3,4
2019.01,12228,Jd102e,Oatari,Shikihide,Saitama,1999-11-27,174,113,Jd92e,3,4
2019.01,11774,Jd102w,Hakkairyu,Miyagino,Hyogo,1993-06-10,172,123,Jd93w,3,4
2019.01,5606,Jd103e,Azumanami,Tamanoi,Fukushima,1984-11-29,174,150.3,Jd83e,2,5
2019.01,12397,Jd103w,Toyama,Musashigawa,Osaka,1998-04-09,190,103,Jd74e,1,6
2019.01,6005,Jd104e,Higonoryu,Kise,Kumamoto,1985-11-19,175,204.8,Jd96e,3,4
2019.01,12512,Jd104w,Shiimori,Tokitsukaze,Okayama,1998-08-20,177,97,Jd87e,2,5
2019.01,12376,Jd105e,Tetsujin,Shikoroyama,Aichi,2001-04-09,171,138,Jd98w,3,4
2019.01,12477,Jd105w,Wakamatsunaga,Nishiiwa,Osaka,2002-12-14,174,119,Jd99e,3,4
2019.01,12433,Jd106e,Asahijo,Asahiyama,Yamanashi,1996-06-14,183,88,Jd99w,3,4
2019.01,12487,Jd106w,Ogitora,Dewanoumi,Aichi,2003-03-24,170,88,Jd91e,2,5
2019.01,12413,Jd107e,Takemaru,Miyagino,Yamanashi,2001-07-21,166,138,Jd102w,3,4
2019.01,12386,Jd107w,Kototsukahara,Sadogatake,Ibaraki,1998-05-31,189,161,Jd93e,2,5
2019.01,12446,Jk1e,Tenei,Takadagawa,Osaka,1999-10-11,176,102,Jd104e,3,4
2019.01,12421,Jk1w,Tsuyasato,Minato,Saitama,2001-05-25,169,155,Jd95e,2,5
2019.01,12375,Jk2e,Hayasaka,Tokitsukaze,Kanagawa,2001-12-10,172,101,Jd85w,1,6
2019.01,11810,Jk2w,Azumahikari,Tamanoi,Tokyo,1993-05-27,170,120.6,Jd106e,3,4
2019.01,12283,Jk3e,Banshunada,Onoe,Hyogo,1998-03-17,167,95,Jd97w,2,5
2019.01,12409,Jk3w,Kinugawa,Tamanoi,Saitama,2001-02-23,171,98,Jd90e,1,6
2019.01,12504,Jk4e,Soga,Futagoyama,Saitama,2003-02-09,177,119,Jd108w,3,4
2019.01,12172,Jk4w,Yamashita,Nishonoseki,Fukuoka,1998-04-16,172,111,Jd101e,2,5
2019.01,677,Jk5e,Itakozakura,Shikihide,Ibaraki,1978-10-02,178,139,Jd102e,2,5
2019.01,12419,Jk5w,Minami,Tatsunami,Okinawa,2002-03-26,171,73,Jk2e,3,4
2019.01,12056,Jk6e,Teruju,Isegahama,Aichi,1998-03-18,170,102,Jk3w,3,4
2019.01,2926,Jk6w,Moriurara,Otake,Chiba,1987-06-16,170,133,Jd107e,2,5
2019.01,12383,Jk7e,Kotoimagawa,Sadogatake,Osaka,2001-12-13,173,78,Jd107w,2,5
2019.01,12493,Jk7w,Iwamoto,Tamanoi,Hyogo,2002-06-29,180,97,Jk6w,3,4
2019.01,12441,Jk8e,Shimizu,Musashigawa,Nagano,1998-11-20,177,128,Jk7e,3,4
2019.01,11856,Jk8w,Masutenryu,Chiganoura,Gunma,1994-05-28,174,129.5,Jd45e,0,0
2019.01,12302,Jk9e,Tetsubisho,Shikoroyama,Hyogo,1997-10-15,173,92,Jk10w,3,4
2019.01,12216,Jk9w,Shimakaze,Oguruma,Osaka,1999-05-17,174,123,Jk11e,3,4
2019.01,12331,Jk10e,Kaishun,Asakayama,Kyoto,2000-09-14,169,87,Jk12e,3,4
2019.01,12402,Jk10w,Sekizukayama,Tagonoura,Aichi,2001-07-06,187,112,Jk15w,3,4
2019.01,12395,Jk11e,Satozakura,Shikihide,Fukushima,1999-12-09,170,84,Jk4e,2,5
2019.01,12513,Jk11w,Wakakosuge,Nishiiwa,Ibaraki,2000-02-04,168,67,Jk8e,2,5
2019.01,12486,Jk12e,Hayatonishiki,Asahiyama,Hiroshima,1999-10-10,167,68,Jk17e,3,4
2019.01,12472,Jk12w,Morita,Futagoyama,Chiba,2002-05-29,174,113,Jk1e,1,6
2019.01,673,Jk13e,Sawaisamu,Shikihide,Tokyo,1977-02-07,169,105.5,Jk18w,3,4
2019.01,12478,Jk13w,Wakafujioka,Nishiiwa,Osaka,2002-11-16,166,112,Jk19w,3,4
2019.01,12508,Jk14e,Oju,Naruto,Aomori,1996-02-08,169,90,Jk21e,3,4
2019.01,12440,Jk14w,Houn,Minezaki,Hokkaido,1995-05-11,175,70,Jk21w,3,4
2019.01,12408,Jk15e,Matsuoka,Azumazeki,Nagano,2001-11-10,171,116,Jk11w,2,5
2019.01,12289,Jk15w,Sawanofuji,Isegahama,Tokyo,2000-11-09,173,108,Jk22e,3,4
2019.01,11877,Jk16e,Azumayama,Tamanoi,Fukushima,1994-06-10,182,108.6,Jk14w,2,5
2019.01,12006,Jk16w,Matsuyama,Dewanoumi,Okinawa,1996-11-12,181,100,Jd53w,0,0
2019.01,12500,Jk17e,Matsugashima,Takadagawa,Shizuoka,2002-09-19,175,121,Jk17w,2,5
2019.01,12469,Jk17w,Tanaka,Shikoroyama,Ibaraki,2002-10-24,165,68,Jk20e,2,5
2019.01,12471,Jk18e,Toya,Tomozuna,Chiba,1998-06-21,179,78,Jk20w,2,5
2019.01,12489,Jk18w,Shishimaru,Tagonoura,Tokyo,2002-10-25,174,124,Jk23e,2,5
2019.01,12518,Jk19e,Yada,Asahiyama,Mie,2002-09-16,168,110,Jk29w,1,6
2019.01,12483,Jk19w,Kotosumida,Sadogatake,Gifu,2002-10-30,181,111,Jd61w,0,1
2019.01,8905,Jk20e,Daiseiho,Shibatayama,Osaka,1988-11-27,181,137.5,Jd72w,0,0
2019.01,6006,Jk20w,Daishiryu,Kise,Tokyo,1988-09-27,185,104.7,Jd87w,0,7
2019.01,12138,Jk21e,Terunohana,Isegahama,Fukushima,1998-03-23,175,79,Jd88w,0,0
2019.01,12266,Jk21w,Hanashi,Musashigawa,Ibaraki,1992-12-21,175,124,Jd94w,0,0
2019.01,12364,Jk22e,Yabuoka,Futagoyama,Osaka,1998-09-07,180,87,Jd100e,0,0
2019.01,9063,Jk22w,Okuniasahi,Nakagawa,Tokyo,1992-09-18,188,147.2,Jd106w,0,0
2019.01,12516,Jk23e,Roga,Futagoyama,Mongolia,1999-03-02,183,135,Mz,3,0
2019.01,12437,Jk23w,Yuriki,Chiganoura,Tokyo,2001-09-02,167,126,Mz,3,1
2019.01,12523,Jk24e,Shimomura,Sakaigawa,Osaka,2000-08-20,178,116,Mz,3,1
2019.01,12519,Jk24w,Daitenma,Azumazeki,Mongolia,2000-01-09,187,106,Mz,3,2
2019.01,12123,Jk25e,Narumi,Onomatsu,Aomori,1994-08-27,175,132,Mz,3,2
2019.01,12524,Jk25w,Hamasu,Onoe,Tokyo,2001-03-06,174,115,Mz,2,3
2019.01,12521,Jk26e,Denpoya,Isegahama,Aomori,2000-07-06,185,126,Mz,1,3
2019.01,12268,Jk26w,Hattorizakura,Shikihide,Kanagawa,1998-07-16,180,70,Jk28w,0,7
2019.01,12522,Jk27e,Watai,Chiganoura,Ibaraki,2002-07-17,175,91,Mz,0,4
2019.01,695,Jk27w,Daigonishiki,Takasago,Ibaraki,1977-10-12,176,188.1,Mz,0,2
