"basho","day","rikishi1_id","rikishi1_rank","rikishi1_shikona","rikishi1_result","rikishi1_win","kimarite","rikishi2_id","rikishi2_rank","rikishi2_shikona","rikishi2_result","rikishi2_win"
"2012.01",1,2835,"J14w","Shironoryu","0-1 (5-10)",0,"isamiashi",8904,"J14e","Homarefuji","1-0 (6-9)",1
"2012.01",1,8904,"J14e","Homarefuji","1-0 (6-9)",1,"isamiashi",2835,"J14w","Shironoryu","0-1 (5-10)",0
"2012.01",1,1241,"J13e","Kitaharima","0-1 (8-7)",0,"hatakikomi",11934,"J13w","Chiyotairyu","1-0 (13-2)",1
"2012.01",1,11934,"J13w","Chiyotairyu","1-0 (13-2)",1,"hatakikomi",1241,"J13e","Kitaharima","0-1 (8-7)",0
"2012.01",1,6552,"J12e","Sotairyu","1-0 (10-5)",1,"oshidashi",7121,"J12w","Tokushinho","0-1 (8-7)",0
"2012.01",1,7121,"J12w","Tokushinho","0-1 (8-7)",0,"oshidashi",6552,"J12e","Sotairyu","1-0 (10-5)",1
"2012.01",1,1127,"J11e","Hokutokuni","0-1 (7-7-1)",0,"okuridashi",1405,"J11w","Amuru","1-0 (10-3-2)",1
"2012.01",1,1405,"J11w","Amuru","1-0 (10-3-2)",1,"okuridashi",1127,"J11e","Hokutokuni","0-1 (7-7-1)",0
"2012.01",1,6042,"J10w","Masuraumi","0-1 (6-9)",0,"oshidashi",6531,"J10e","Asahisho","1-0 (9-6)",1
"2012.01",1,6531,"J10e","Asahisho","1-0 (9-6)",1,"oshidashi",6042,"J10w","Masuraumi","0-1 (6-9)",0
"2012.01",1,5988,"J9w","Oiwato","0-1 (6-9)",0,"hikiotoshi",11729,"J9e","Kimikaze","1-0 (8-7)",1
"2012.01",1,11729,"J9e","Kimikaze","1-0 (8-7)",1,"hikiotoshi",5988,"J9w","Oiwato","0-1 (6-9)",0
"2012.01",1,10,"J8e","Tochinonada","1-0 (3-12)",1,"yorikiri",795,"J8w","Tamaasuka","0-1 (8-7)",0
"2012.01",1,795,"J8w","Tamaasuka","0-1 (8-7)",0,"yorikiri",10,"J8e","Tochinonada","1-0 (3-12)",1
"2012.01",1,864,"J7e","Bushuyama","0-1 (7-8)",0,"oshidashi",9079,"J7w","Kotoyuki","1-0 (9-6)",1
"2012.01",1,9079,"J7w","Kotoyuki","1-0 (9-6)",1,"oshidashi",864,"J7e","Bushuyama","0-1 (7-8)",0
"2012.01",1,875,"J6w","Takamisakari","1-0 (7-8)",1,"uwatedashinage",11726,"J6e","Tokushoryu","0-1 (2-13)",0
"2012.01",1,11726,"J6e","Tokushoryu","0-1 (2-13)",0,"uwatedashinage",875,"J6w","Takamisakari","1-0 (7-8)",1
"2012.01",1,1141,"J5e","Shotenro","1-0 (8-7)",1,"oshidashi",6010,"J5w","Kimurayama","0-1 (5-10)",0
"2012.01",1,6010,"J5w","Kimurayama","0-1 (5-10)",0,"oshidashi",1141,"J5e","Shotenro","1-0 (8-7)",1
"2012.01",1,1134,"J4w","Tsurugidake","1-0 (6-9)",1,"oshidashi",1187,"J4e","Kokkai","0-1 (7-8)",0
"2012.01",1,1187,"J4e","Kokkai","0-1 (7-8)",0,"oshidashi",1134,"J4w","Tsurugidake","1-0 (6-9)",1
"2012.01",1,6491,"J3e","Ikioi","1-0 (10-5)",1,"uwatenage",6654,"J3w","Masunoyama","0-1 (6-9)",0
"2012.01",1,6654,"J3w","Masunoyama","0-1 (6-9)",0,"uwatenage",6491,"J3e","Ikioi","1-0 (10-5)",1
"2012.01",1,39,"J2w","Wakanosato","0-1 (11-4)",0,"uwatedashinage",11728,"J2e","Takarafuji","1-0 (10-5)",1
"2012.01",1,11728,"J2e","Takarafuji","1-0 (10-5)",1,"uwatedashinage",39,"J2w","Wakanosato","0-1 (11-4)",0
"2012.01",1,1032,"J1w","Hochiyama","1-0 (8-7)",1,"oshidashi",5944,"J1e","Tamawashi","0-1 (9-6)",0
"2012.01",1,5944,"J1e","Tamawashi","0-1 (9-6)",0,"oshidashi",1032,"J1w","Hochiyama","1-0 (8-7)",1
"2012.01",1,1266,"M16w","Nionoumi","1-0 (5-10)",1,"tsukiotoshi",6753,"M16e","Kaisei","0-1 (5-10)",0
"2012.01",1,6753,"M16e","Kaisei","0-1 (5-10)",0,"tsukiotoshi",1266,"M16w","Nionoumi","1-0 (5-10)",1
"2012.01",1,1009,"M15e","Asasekiryu","1-0 (9-6)",1,"hatakikomi",7239,"M15w","Kyokushuho","0-1 (3-12)",0
"2012.01",1,7239,"M15w","Kyokushuho","0-1 (3-12)",0,"hatakikomi",1009,"M15e","Asasekiryu","1-0 (9-6)",1
