"basho","day","rikishi1_id","rikishi1_rank","rikishi1_shikona","rikishi1_result","rikishi1_win","kimarite","rikishi2_id","rikishi2_rank","rikishi2_shikona","rikishi2_result","rikishi2_win"
"2007.01",1,122,"J14w","Daimanazuru","0-1 (8-7)",0,"oshidashi",6467,"J14e","Toyohibiki","1-0 (10-5)",1
"2007.01",1,6467,"J14e","Toyohibiki","1-0 (10-5)",1,"oshidashi",122,"J14w","Daimanazuru","0-1 (8-7)",0
"2007.01",1,864,"J13e","Bushuyama","1-0 (9-6)",1,"sukuinage",1106,"J13w","Koryu","0-1 (8-7)",0
"2007.01",1,1106,"J13w","Koryu","0-1 (8-7)",0,"sukuinage",864,"J13e","Bushuyama","1-0 (9-6)",1
"2007.01",1,145,"J12e","Kobo","1-0 (9-6)",1,"tsukiotoshi",6527,"J12w","Wakanoho","0-1 (5-10)",0
"2007.01",1,6527,"J12w","Wakanoho","0-1 (5-10)",0,"tsukiotoshi",145,"J12e","Kobo","1-0 (9-6)",1
"2007.01",1,247,"J11w","Oga","1-0 (6-9)",1,"oshidashi",1011,"J11e","Hakuba","0-1 (8-7)",0
"2007.01",1,1011,"J11e","Hakuba","0-1 (8-7)",0,"oshidashi",247,"J11w","Oga","1-0 (6-9)",1
"2007.01",1,287,"J10e","Wakatoba","0-1 (1-4-10)",0,"sukuinage",6468,"J10w","Goeido","1-0 (8-7)",1
"2007.01",1,6468,"J10w","Goeido","1-0 (8-7)",1,"sukuinage",287,"J10e","Wakatoba","0-1 (1-4-10)",0
"2007.01",1,99,"J9e","Shunketsu","0-1 (8-7)",0,"okuridashi",222,"J9w","Sumanofuji","1-0 (2-5-8)",1
"2007.01",1,222,"J9w","Sumanofuji","1-0 (2-5-8)",1,"okuridashi",99,"J9e","Shunketsu","0-1 (8-7)",0
"2007.01",1,72,"J8e","Tochisakae","1-0 (8-7)",1,"oshidashi",371,"J8w","Kyokunankai","0-1 (6-9)",0
"2007.01",1,371,"J8w","Kyokunankai","0-1 (6-9)",0,"oshidashi",72,"J8e","Tochisakae","1-0 (8-7)",1
"2007.01",1,1031,"J7e","Ryuo","1-0 (8-7)",1,"hikiotoshi",2847,"J7w","Masatsukasa","0-1 (8-7)",0
"2007.01",1,2847,"J7w","Masatsukasa","0-1 (8-7)",0,"hikiotoshi",1031,"J7e","Ryuo","1-0 (8-7)",1
"2007.01",1,40,"J6w","Kaiho","0-1 (9-6)",0,"oshitaoshi",71,"J6e","Takanowaka","1-0 (8-7)",1
"2007.01",1,71,"J6e","Takanowaka","1-0 (8-7)",1,"oshitaoshi",40,"J6w","Kaiho","0-1 (9-6)",0
"2007.01",1,88,"J5e","Tamarikido","1-0 (4-11)",1,"yorikiri",204,"J5w","Ryuho","0-1 (7-8)",0
"2007.01",1,204,"J5w","Ryuho","0-1 (7-8)",0,"yorikiri",88,"J5e","Tamarikido","1-0 (4-11)",1
"2007.01",1,39,"J4w","Wakanosato","0-1 (9-6)",0,"yorikiri",1032,"J4e","Hochiyama","1-0 (8-7)",1
"2007.01",1,1032,"J4e","Hochiyama","1-0 (8-7)",1,"yorikiri",39,"J4w","Wakanosato","0-1 (9-6)",0
"2007.01",1,1018,"J3w","Shimotori","1-0 (10-5)",1,"oshidashi",5985,"J3e","Satoyama","0-1 (7-8)",0
"2007.01",1,5985,"J3e","Satoyama","0-1 (7-8)",0,"oshidashi",1018,"J3w","Shimotori","1-0 (10-5)",1
"2007.01",1,1243,"J2e","Katayama","0-1 (6-9)",0,"hikiotoshi",6473,"J2w","Tochiozan","1-0 (10-5)",1
"2007.01",1,6473,"J2w","Tochiozan","1-0 (10-5)",1,"hikiotoshi",1243,"J2e","Katayama","0-1 (6-9)",0
"2007.01",1,70,"J1w","Kitazakura","0-1 (6-9)",0,"hikiotoshi",135,"J1e","Hokutoriki","1-0 (6-9)",1
"2007.01",1,135,"J1e","Hokutoriki","1-0 (6-9)",1,"hikiotoshi",70,"J1w","Kitazakura","0-1 (6-9)",0
"2007.01",1,13,"M16e","Tosanoumi","0-1 (8-7)",0,"hikiotoshi",63,"M16w","Otsukasa","1-0 (7-8)",1
"2007.01",1,63,"M16w","Otsukasa","1-0 (7-8)",1,"hikiotoshi",13,"M16e","Tosanoumi","0-1 (8-7)",0
"2007.01",1,113,"M15e","Asofuji","0-1 (4-11)",0,"hatakikomi",175,"M15w","Ushiomaru","1-0 (9-6)",1
"2007.01",1,175,"M15w","Ushiomaru","1-0 (9-6)",1,"hatakikomi",113,"M15e","Asofuji","0-1 (4-11)",0
"2007.01",1,152,"M14e","Tamanoshima","1-0 (10-5)",1,"oshidashi",1402,"M14w","Hakurozan","0-1 (8-7)",0
"2007.01",1,1402,"M14w","Hakurozan","0-1 (8-7)",0,"oshidashi",152,"M14e","Tamanoshima","1-0 (10-5)",1
"2007.01",1,107,"M13e","Kasuganishiki","1-0 (9-6)",1,"okuridashi",5967,"M13w","Yoshikaze","0-1 (8-7)",0
"2007.01",1,5967,"M13w","Yoshikaze","0-1 (8-7)",0,"okuridashi",107,"M13e","Kasuganishiki","1-0 (9-6)",1
"2007.01",1,50,"M12w","Tokitsuumi","1-0 (8-7)",1,"hikiotoshi",78,"M12e","Toyozakura","0-1 (3-12)",0
"2007.01",1,78,"M12e","Toyozakura","0-1 (3-12)",0,"hikiotoshi",50,"M12w","Tokitsuumi","1-0 (8-7)",1
"2007.01",1,17,"M11e","Tamakasuga","1-0 (9-6)",1,"oshidashi",97,"M11w","Tochinohana","0-1 (5-10)",0
"2007.01",1,97,"M11w","Tochinohana","0-1 (5-10)",0,"oshidashi",17,"M11e","Tamakasuga","1-0 (9-6)",1
"2007.01",1,96,"M10w","Jumonji","1-0 (4-11)",1,"yorikiri",1087,"M10e","Iwakiyama","0-1 (7-8)",0
"2007.01",1,1087,"M10e","Iwakiyama","0-1 (7-8)",0,"yorikiri",96,"M10w","Jumonji","1-0 (4-11)",1
"2007.01",1,1204,"M9e","Kakizoe","0-1 (8-7)",0,"oshitaoshi",1227,"M9w","Toyonoshima","1-0 (12-3)",1
"2007.01",1,1227,"M9w","Toyonoshima","1-0 (12-3)",1,"oshitaoshi",1204,"M9e","Kakizoe","0-1 (8-7)",0
"2007.01",1,1219,"M8e","Kakuryu","1-0 (6-9)",1,"uwatenage",1284,"M8w","Takekaze","0-1 (8-7)",0
"2007.01",1,1284,"M8w","Takekaze","0-1 (8-7)",0,"uwatenage",1219,"M8e","Kakuryu","1-0 (6-9)",1
"2007.01",1,865,"M7e","Kasugao","1-0 (8-7)",1,"kotenage",2834,"M7w","Futeno","0-1 (8-7)",0
"2007.01",1,2834,"M7w","Futeno","0-1 (8-7)",0,"kotenage",865,"M7e","Kasugao","1-0 (8-7)",1
"2007.01",1,10,"M6w","Tochinonada","1-0 (6-9)",1,"yorikiri",1009,"M6e","Asasekiryu","0-1 (10-5)",0
"2007.01",1,1009,"M6e","Asasekiryu","0-1 (10-5)",0,"yorikiri",10,"M6w","Tochinonada","1-0 (6-9)",1
"2007.01",1,875,"M5e","Takamisakari","1-0 (7-8)",1,"yoritaoshi",1187,"M5w","Kokkai","0-1 (7-8)",0
"2007.01",1,1187,"M5w","Kokkai","0-1 (7-8)",0,"yoritaoshi",875,"M5e","Takamisakari","1-0 (7-8)",1
"2007.01",1,1111,"M4e","Ama","1-0 (10-5)",1,"yorikiri",6018,"M4w","Homasho","0-1 (7-8)",0
"2007.01",1,6018,"M4w","Homasho","0-1 (7-8)",0,"yorikiri",1111,"M4e","Ama","1-0 (10-5)",1
"2007.01",1,842,"S1w","Miyabiyama","0-1 (5-10)",0,"yorikiri",6432,"M3w","Baruto","1-0 (2-2-11)",1
"2007.01",1,6432,"M3w","Baruto","1-0 (2-2-11)",1,"yorikiri",842,"S1w","Miyabiyama","0-1 (5-10)",0
"2007.01",1,41,"M3e","Kyokutenho","1-0 (8-7)",1,"hatakikomi",876,"S1e","Kotomitsuki","0-1 (8-7)",0
"2007.01",1,876,"S1e","Kotomitsuki","0-1 (8-7)",0,"hatakikomi",41,"M3e","Kyokutenho","1-0 (8-7)",1
"2007.01",1,89,"M2w","Aminishiki","0-1 (4-11)",0,"yoritaoshi",1123,"O3w","Hakuho","1-0 (10-5)",1
"2007.01",1,1123,"O3w","Hakuho","1-0 (10-5)",1,"yoritaoshi",89,"M2w","Aminishiki","0-1 (4-11)",0
"2007.01",1,8,"O2w","Chiyotaikai","1-0 (10-5)",1,"oshidashi",2818,"M2e","Tokitenku","0-1 (8-7)",0
"2007.01",1,2818,"M2e","Tokitenku","0-1 (8-7)",0,"oshidashi",8,"O2w","Chiyotaikai","1-0 (10-5)",1
"2007.01",1,7,"O2e","Kaio","1-0 (8-7)",1,"yoritaoshi",31,"M1w","Dejima","0-1 (4-11)",0
"2007.01",1,31,"M1w","Dejima","0-1 (4-11)",0,"yoritaoshi",7,"O2e","Kaio","1-0 (8-7)",1
"2007.01",1,19,"O1w","Tochiazuma","0-1 (5-10)",0,"yorikiri",1226,"M1e","Kotoshogiku","1-0 (9-6)",1
"2007.01",1,1226,"M1e","Kotoshogiku","1-0 (9-6)",1,"yorikiri",19,"O1w","Tochiazuma","0-1 (5-10)",0
"2007.01",1,1235,"K1e","Kisenosato","0-1 (7-8)",0,"hatakikomi",2830,"O1e","Kotooshu","1-0 (9-6)",1
"2007.01",1,2830,"O1e","Kotooshu","1-0 (9-6)",1,"hatakikomi",1235,"K1e","Kisenosato","0-1 (7-8)",0
"2007.01",1,878,"Y1e","Asashoryu","1-0 (14-1)",1,"uwatenage",1421,"K1w","Roho","0-1 (3-12)",0
"2007.01",1,1421,"K1w","Roho","0-1 (3-12)",0,"uwatenage",878,"Y1e","Asashoryu","1-0 (14-1)",1
"2007.01",2,864,"J13e","Bushuyama","2-0 (9-6)",1,"yorikiri",6467,"J14e","Toyohibiki","1-1 (10-5)",0
"2007.01",2,6467,"J14e","Toyohibiki","1-1 (10-5)",0,"yorikiri",864,"J13e","Bushuyama","2-0 (9-6)",1
"2007.01",2,122,"J14w","Daimanazuru","0-2 (8-7)",0,"uwatenage",1106,"J13w","Koryu","1-1 (8-7)",1
"2007.01",2,1106,"J13w","Koryu","1-1 (8-7)",1,"uwatenage",122,"J14w","Daimanazuru","0-2 (8-7)",0
"2007.01",2,145,"J12e","Kobo","2-0 (9-6)",1,"kainahineri",1011,"J11e","Hakuba","0-2 (8-7)",0
"2007.01",2,1011,"J11e","Hakuba","0-2 (8-7)",0,"kainahineri",145,"J12e","Kobo","2-0 (9-6)",1
"2007.01",2,247,"J11w","Oga","2-0 (6-9)",1,"shitatedashinage",6527,"J12w","Wakanoho","0-2 (5-10)",0
"2007.01",2,6527,"J12w","Wakanoho","0-2 (5-10)",0,"shitatedashinage",247,"J11w","Oga","2-0 (6-9)",1
"2007.01",2,99,"J9e","Shunketsu","0-2 (8-7)",0,"uwatenage",287,"J10e","Wakatoba","1-1 (1-4-10)",1
"2007.01",2,287,"J10e","Wakatoba","1-1 (1-4-10)",1,"uwatenage",99,"J9e","Shunketsu","0-2 (8-7)",0
"2007.01",2,222,"J9w","Sumanofuji","1-1 (2-5-8)",0,"tsukiotoshi",6468,"J10w","Goeido","2-0 (8-7)",1
"2007.01",2,6468,"J10w","Goeido","2-0 (8-7)",1,"tsukiotoshi",222,"J9w","Sumanofuji","1-1 (2-5-8)",0
"2007.01",2,72,"J8e","Tochisakae","2-0 (8-7)",1,"hikiotoshi",1031,"J7e","Ryuo","1-1 (8-7)",0
"2007.01",2,1031,"J7e","Ryuo","1-1 (8-7)",0,"hikiotoshi",72,"J8e","Tochisakae","2-0 (8-7)",1
"2007.01",2,371,"J8w","Kyokunankai","1-1 (6-9)",1,"yorikiri",2847,"J7w","Masatsukasa","0-2 (8-7)",0
"2007.01",2,2847,"J7w","Masatsukasa","0-2 (8-7)",0,"yorikiri",371,"J8w","Kyokunankai","1-1 (6-9)",1
"2007.01",2,71,"J6e","Takanowaka","1-1 (8-7)",0,"yorikiri",88,"J5e","Tamarikido","2-0 (4-11)",1
"2007.01",2,88,"J5e","Tamarikido","2-0 (4-11)",1,"yorikiri",71,"J6e","Takanowaka","1-1 (8-7)",0
"2007.01",2,40,"J6w","Kaiho","0-2 (9-6)",0,"hikiotoshi",204,"J5w","Ryuho","1-1 (7-8)",1
"2007.01",2,204,"J5w","Ryuho","1-1 (7-8)",1,"hikiotoshi",40,"J6w","Kaiho","0-2 (9-6)",0
"2007.01",2,1032,"J4e","Hochiyama","1-1 (8-7)",0,"okuridashi",5985,"J3e","Satoyama","1-1 (7-8)",1
"2007.01",2,5985,"J3e","Satoyama","1-1 (7-8)",1,"okuridashi",1032,"J4e","Hochiyama","1-1 (8-7)",0
"2007.01",2,39,"J4w","Wakanosato","1-1 (9-6)",1,"yorikiri",1018,"J3w","Shimotori","1-1 (10-5)",0
"2007.01",2,1018,"J3w","Shimotori","1-1 (10-5)",0,"yorikiri",39,"J4w","Wakanosato","1-1 (9-6)",1
"2007.01",2,135,"J1e","Hokutoriki","2-0 (6-9)",1,"oshidashi",1243,"J2e","Katayama","0-2 (6-9)",0
"2007.01",2,1243,"J2e","Katayama","0-2 (6-9)",0,"oshidashi",135,"J1e","Hokutoriki","2-0 (6-9)",1
"2007.01",2,70,"J1w","Kitazakura","0-2 (6-9)",0,"okuridashi",6473,"J2w","Tochiozan","2-0 (10-5)",1
"2007.01",2,6473,"J2w","Tochiozan","2-0 (10-5)",1,"okuridashi",70,"J1w","Kitazakura","0-2 (6-9)",0
"2007.01",2,13,"M16e","Tosanoumi","1-1 (8-7)",1,"hatakikomi",113,"M15e","Asofuji","0-2 (4-11)",0
"2007.01",2,113,"M15e","Asofuji","0-2 (4-11)",0,"hatakikomi",13,"M16e","Tosanoumi","1-1 (8-7)",1
"2007.01",2,63,"M16w","Otsukasa","2-0 (7-8)",1,"oshidashi",175,"M15w","Ushiomaru","1-1 (9-6)",0
"2007.01",2,175,"M15w","Ushiomaru","1-1 (9-6)",0,"oshidashi",63,"M16w","Otsukasa","2-0 (7-8)",1
"2007.01",2,107,"M13e","Kasuganishiki","1-1 (9-6)",0,"tsukidashi",152,"M14e","Tamanoshima","2-0 (10-5)",1
"2007.01",2,152,"M14e","Tamanoshima","2-0 (10-5)",1,"tsukidashi",107,"M13e","Kasuganishiki","1-1 (9-6)",0
"2007.01",2,1402,"M14w","Hakurozan","0-2 (8-7)",0,"oshidashi",5967,"M13w","Yoshikaze","1-1 (8-7)",1
"2007.01",2,5967,"M13w","Yoshikaze","1-1 (8-7)",1,"oshidashi",1402,"M14w","Hakurozan","0-2 (8-7)",0
"2007.01",2,17,"M11e","Tamakasuga","2-0 (9-6)",1,"oshidashi",78,"M12e","Toyozakura","0-2 (3-12)",0
"2007.01",2,78,"M12e","Toyozakura","0-2 (3-12)",0,"oshidashi",17,"M11e","Tamakasuga","2-0 (9-6)",1
"2007.01",2,50,"M12w","Tokitsuumi","2-0 (8-7)",1,"hatakikomi",97,"M11w","Tochinohana","0-2 (5-10)",0
"2007.01",2,97,"M11w","Tochinohana","0-2 (5-10)",0,"hatakikomi",50,"M12w","Tokitsuumi","2-0 (8-7)",1
"2007.01",2,1087,"M10e","Iwakiyama","1-1 (7-8)",1,"hatakikomi",1204,"M9e","Kakizoe","0-2 (8-7)",0
"2007.01",2,1204,"M9e","Kakizoe","0-2 (8-7)",0,"hatakikomi",1087,"M10e","Iwakiyama","1-1 (7-8)",1
"2007.01",2,96,"M10w","Jumonji","1-1 (4-11)",0,"oshidashi",1227,"M9w","Toyonoshima","2-0 (12-3)",1
"2007.01",2,1227,"M9w","Toyonoshima","2-0 (12-3)",1,"oshidashi",96,"M10w","Jumonji","1-1 (4-11)",0
"2007.01",2,865,"M7e","Kasugao","2-0 (8-7)",1,"oshidashi",1219,"M8e","Kakuryu","1-1 (6-9)",0
"2007.01",2,1219,"M8e","Kakuryu","1-1 (6-9)",0,"oshidashi",865,"M7e","Kasugao","2-0 (8-7)",1
"2007.01",2,1284,"M8w","Takekaze","1-1 (8-7)",1,"oshidashi",2834,"M7w","Futeno","0-2 (8-7)",0
"2007.01",2,2834,"M7w","Futeno","0-2 (8-7)",0,"oshidashi",1284,"M8w","Takekaze","1-1 (8-7)",1
"2007.01",2,875,"M5e","Takamisakari","2-0 (7-8)",1,"yoritaoshi",1009,"M6e","Asasekiryu","0-2 (10-5)",0
"2007.01",2,1009,"M6e","Asasekiryu","0-2 (10-5)",0,"yoritaoshi",875,"M5e","Takamisakari","2-0 (7-8)",1
"2007.01",2,10,"M6w","Tochinonada","1-1 (6-9)",0,"yorikiri",1187,"M5w","Kokkai","1-1 (7-8)",1
"2007.01",2,1187,"M5w","Kokkai","1-1 (7-8)",1,"yorikiri",10,"M6w","Tochinonada","1-1 (6-9)",0
"2007.01",2,41,"M3e","Kyokutenho","1-1 (8-7)",0,"yorikiri",1111,"M4e","Ama","2-0 (10-5)",1
"2007.01",2,1111,"M4e","Ama","2-0 (10-5)",1,"yorikiri",41,"M3e","Kyokutenho","1-1 (8-7)",0
"2007.01",2,6018,"M4w","Homasho","0-2 (7-8)",0,"oshidashi",6432,"M3w","Baruto","2-0 (2-2-11)",1
"2007.01",2,6432,"M3w","Baruto","2-0 (2-2-11)",1,"oshidashi",6018,"M4w","Homasho","0-2 (7-8)",0
"2007.01",2,89,"M2w","Aminishiki","0-2 (4-11)",0,"yorikiri",876,"S1e","Kotomitsuki","1-1 (8-7)",1
"2007.01",2,876,"S1e","Kotomitsuki","1-1 (8-7)",1,"yorikiri",89,"M2w","Aminishiki","0-2 (4-11)",0
"2007.01",2,2818,"M2e","Tokitenku","1-1 (8-7)",1,"watashikomi",2830,"O1e","Kotooshu","1-1 (9-6)",0
"2007.01",2,2830,"O1e","Kotooshu","1-1 (9-6)",0,"watashikomi",2818,"M2e","Tokitenku","1-1 (8-7)",1
"2007.01",2,31,"M1w","Dejima","1-1 (4-11)",1,"oshidashi",1123,"O3w","Hakuho","1-1 (10-5)",0
"2007.01",2,1123,"O3w","Hakuho","1-1 (10-5)",0,"oshidashi",31,"M1w","Dejima","1-1 (4-11)",1
"2007.01",2,8,"O2w","Chiyotaikai","1-1 (10-5)",0,"oshitaoshi",842,"S1w","Miyabiyama","1-1 (5-10)",1
"2007.01",2,842,"S1w","Miyabiyama","1-1 (5-10)",1,"oshitaoshi",8,"O2w","Chiyotaikai","1-1 (10-5)",0
"2007.01",2,7,"O2e","Kaio","2-0 (8-7)",1,"yorikiri",1235,"K1e","Kisenosato","0-2 (7-8)",0
"2007.01",2,1235,"K1e","Kisenosato","0-2 (7-8)",0,"yorikiri",7,"O2e","Kaio","2-0 (8-7)",1
"2007.01",2,19,"O1w","Tochiazuma","0-2 (5-10)",0,"yorikiri",1421,"K1w","Roho","1-1 (3-12)",1
"2007.01",2,1421,"K1w","Roho","1-1 (3-12)",1,"yorikiri",19,"O1w","Tochiazuma","0-2 (5-10)",0
"2007.01",2,878,"Y1e","Asashoryu","2-0 (14-1)",1,"yorikiri",1226,"M1e","Kotoshogiku","1-1 (9-6)",0
"2007.01",2,1226,"M1e","Kotoshogiku","1-1 (9-6)",0,"yorikiri",878,"Y1e","Asashoryu","2-0 (14-1)",1
"2007.01",3,1106,"J13w","Koryu","2-1 (8-7)",1,"hatakikomi",6467,"J14e","Toyohibiki","1-2 (10-5)",0
"2007.01",3,6467,"J14e","Toyohibiki","1-2 (10-5)",0,"hatakikomi",1106,"J13w","Koryu","2-1 (8-7)",1
"2007.01",3,122,"J14w","Daimanazuru","1-2 (8-7)",1,"oshidashi",864,"J13e","Bushuyama","2-1 (9-6)",0
"2007.01",3,864,"J13e","Bushuyama","2-1 (9-6)",0,"oshidashi",122,"J14w","Daimanazuru","1-2 (8-7)",1
"2007.01",3,6468,"J10w","Goeido","2-1 (8-7)",0,"hikiotoshi",6527,"J12w","Wakanoho","1-2 (5-10)",1
"2007.01",3,6527,"J12w","Wakanoho","1-2 (5-10)",1,"hikiotoshi",6468,"J10w","Goeido","2-1 (8-7)",0
"2007.01",3,145,"J12e","Kobo","3-0 (9-6)",1,"yorikiri",287,"J10e","Wakatoba","1-2 (1-4-10)",0
"2007.01",3,287,"J10e","Wakatoba","1-2 (1-4-10)",0,"yorikiri",145,"J12e","Kobo","3-0 (9-6)",1
"2007.01",3,222,"J9w","Sumanofuji","1-2 (2-5-8)",0,"yorikiri",1011,"J11e","Hakuba","1-2 (8-7)",1
"2007.01",3,1011,"J11e","Hakuba","1-2 (8-7)",1,"yorikiri",222,"J9w","Sumanofuji","1-2 (2-5-8)",0
"2007.01",3,99,"J9e","Shunketsu","1-2 (8-7)",1,"yorikiri",247,"J11w","Oga","2-1 (6-9)",0
